Tags,Checked,Name,Formula,Annot. Source: Predicted Compositions,Annot. Source: mzCloud Search,Annot. Source: Metabolika Search,Annot. Source: ChemSpider Search,Annot. DeltaMass [ppm],Calc. MW,m/z,RT [min],Area (Max.),# ChemSpider Results,# mzCloud Results,mzCloud Best Match,mzCloud Best Match Confidence,mzCloud Best Sim. Match,MS2,Reference Ion,"Group Area: Control, Sample","Group Area: Dosed, Sample","Group CV [%]: Control, Sample","Group CV [%]: Dosed, Sample","Ratio: (Dosed, Sample) / (Control, Sample)","Log2 Fold Change: (Dosed, Sample) / (Control, Sample)","P-value: (Dosed, Sample) / (Control, Sample)","Adj. P-value: (Dosed, Sample) / (Control, Sample)",Peak Rating (Max.),Peak Rating: 5weeks_1_nonpolar_neg.raw (F1),Peak Rating: 5weeks_2_nonpolar_neg.raw (F2),Peak Rating: 5weeks_3_nonpolar_neg.raw (F3),Peak Rating: 5weeks_4_nonpolar_neg.raw (F4),Peak Rating: 8weeks_1_nonpolar_neg.raw (F9),Peak Rating: 8weeks_2_nonpolar_neg.raw (F10),Peak Rating: 8weeks_3_nonpolar_neg.raw (F11),Peak Rating: 8weeks_4_nonpolar_neg.raw (F12),Peak Rating: 12weeks_1__nonpolar_neg.raw (F17),Peak Rating: 12weeks_2_nonpolar_neg.raw (F18),Peak Rating: 12weeks_3_nonpolar_neg.raw (F19),Peak Rating: 12weeks_4_nonpolar_neg.raw (F20),Peak Rating: 5weeks_9_nonpolar_neg.raw (F5),Peak Rating: 5weeks_10_nonpolar_neg.raw (F6),Peak Rating: 5weeks_11_nonpolar_neg.raw (F7),Peak Rating: 5weeks_12_nonpolar_neg.raw (F8),Peak Rating: 8weeks_9_nonpolar_neg.raw (F13),Peak Rating: 8weeks_10_nonpolar_neg.raw (F14),Peak Rating: 8weeks_11_nonpolar_neg.raw (F15),Peak Rating: 8weeks_12_nonpolar_neg.raw (F16),Peak Rating: 12weeks_9_nonpolar_neg.raw (F21),Peak Rating: 12weeks_10_nonpolar_neg.raw (F22),Peak Rating: 12weeks_11_nonpolar_neg.raw (F23),Peak Rating: 12weeks_12_nonpolar_neg.raw (F24),Peak Rating: Blk8_nonpolar_neg.raw (F25),Peak Rating: Blk9_nonpolar_neg.raw (F26),Peak Rating: Blk10_nonpolar_neg.raw (F27),Peak Rating: Blk11_nonpolar_neg.raw (F28),Peak Rating: Blk12_nonpolar_neg.raw (F29),Peak Rating: Blk13_nonpolar_neg.raw (F30),Peak Rating: Blk14_nonpolar_neg.raw (F31)
,FALSE,"1,3-Diphenylacetone p-tosylhydrazone",C22 H22 N2 O2 S,Full match,No results,No results,Full match,-4.04,378.13867,377.13117,3.922,4530813.512,5,0,,,,No MS2,[M-H]-1,1345843.166,2312786.057,64.67622235,47.50616751,1.718,0.78,0.22075478,0.723119544,6.7,6.4,1.6,3.5,5.8,6.4,6.1,0.8,6.1,0.5,5.5,4.4,6.7,6.4,3.1,3,,1.2,6.1,,1.1,,6.4,6.1,6.4,,,,,,,
,FALSE,,C44 H66 O,Full match,No results,No results,No match,9.63,610.51725,609.50997,11.656,4530512.866,81,0,,,,No MS2,[M-H]-1,1820542.141,740991.6909,66.50317703,45.77583727,0.407,-1.3,0.069684483,0.501368585,3.7,3.7,,3.7,,,2.7,,,0.7,0.5,0.8,1.1,,,,2.7,,,,,,,3.5,2.3,,,,,,,
,FALSE,,,No results,No results,No results,No results,,630.0603,629.05302,3.019,4529641.106,0,0,,,,No MS2,[M-H]-1,1841108.047,1504641.26,48.36572504,57.69662942,0.817,-0.29,0.638878084,0.924945328,5.4,4.6,2.2,4.5,1.6,4.5,5.4,2,2,4.2,,3.5,2.6,3.5,5,,3.3,3.5,3.1,2.3,2.6,5.2,3.1,3.9,,,,,,,,
,FALSE,p-Cresol,C7 H8 O,Full match,No results,Not the top hit,Full match,-0.09,108.0575,107.05024,31.151,4529095.328,18,0,,,,No MS2,[M-H]-1,1462255.336,401015.1513,70.18333771,108.7711396,0.274,-1.87,0.290455744,0.781629686,5.2,1.4,2.7,2.2,1.8,2.2,3.1,5.2,3.3,3.3,,1.2,2,,2.2,5.2,,2.2,2.2,2.2,,2,,,,,,3.1,,,2.1,
,FALSE,"N-(2-Methoxyphenyl)-4-methyl-N-[(2-oxo-1,2-dihydro-3-quinolinyl)methyl]benzamide",C25 H22 N2 O3,No results,No results,No results,Full match,1.19,398.16352,397.15624,1.18,4528872.064,5,0,,,,No MS2,[M-H]-1,1175518.896,826949.5624,75.45090058,72.70396944,0.703,-0.51,0.560446495,0.905198851,5.8,,,,,2.6,3.7,5.4,,,4.5,5.8,4.5,,,,,4.8,,4.8,5,,,,3.9,,,,,,,
,FALSE,,C5 H15 N9 O4,Full match,No results,No results,No match,-1.81,265.12422,264.11694,5.921,4523852.549,7,0,,,,No MS2,[M-H]-1,333807.3767,283965.0704,54.78006522,173.8094412,0.851,-0.23,0.606736489,0.920370839,4.8,4.8,,,,2.9,,1.7,,,,,,1.7,2,,,4.5,,,1.4,,,,1,4.8,,2.1,,2.5,,
,FALSE,,C16 H31 Br N10 O11,Full match,No results,No results,No results,-0.24,618.13556,617.12829,3.785,4520995.486,0,0,,,,No MS2,[M-H]-1,587482.6279,620916.2206,67.39568143,111.003129,1.057,0.08,0.228620241,0.729864945,5.4,4,,2.1,5.4,,4.8,3.5,1.6,,3.6,,,2.7,3.9,3.9,,3.3,4.8,1.4,,,,4.8,3.3,,,,,,,
,FALSE,,,No results,No results,No results,No results,,618.13585,617.12858,3.79,4520995.486,0,0,,,,No MS2,[M-H]-1,453032.8404,562635.4837,74.19061632,113.4438616,1.242,0.31,0.121115182,0.614811163,6.1,,,2.1,,5.9,,,1.6,,3.6,,,1.6,3.9,,,3.3,4.8,1.4,,6.1,,4.8,3.3,,,,,,,
,FALSE,,C18 H34 Cl N8 O P S3,Full match,No results,No results,No results,1.59,540.14524,539.13802,1.098,4519306.527,0,0,,,,No MS2,[M-H]-1,1666026.436,3466061.808,66.42447679,44.0076692,2.08,1.06,0.083953321,0.537305673,6.4,,6.4,,3.5,6,6,,,,4.8,4.6,4.8,,6.1,4.2,4.5,6,5.6,6,5.6,5,6,6,6.4,,,,,,,
,FALSE,,C9 H29 N8 O8 P,Full match,No results,No match,No match,-5.98,408.18215,407.17488,3.057,4518212.001,2,0,,,,No MS2,[M-H]-1,1878394.643,2649859.839,59.06851985,38.46430005,1.411,0.5,0.238021095,0.734388621,6.1,5.8,4.5,3.5,,5.6,5.2,3.1,3.1,3.9,4.8,1.2,6,5,5.5,5,2.9,6.1,6.1,2.7,5.4,5.9,4.7,5.1,6.1,,,,,,,
,FALSE,,C24 H49 N8 O P S,Full match,No results,No results,No match,-1.57,528.34794,527.34066,1.637,4516416.783,1,0,,,,No MS2,[M-H]-1,1774405.161,2110184.544,55.68137304,48.34910504,1.189,0.25,0.219107098,0.721213506,5.2,3.9,1.8,3.5,1.6,3.5,4.8,3.5,4.6,,2.2,1.7,4.2,4.2,2.7,3.1,2.3,3,4.1,5.2,5.2,3.9,3.5,2,3.3,,,,,,,
,FALSE,.alpha.-Aminoadipic acid,C6 H11 N O4,Full match,No results,Not the top hit,Full match,0.17,161.06884,160.06159,0.622,4515974.325,31,0,,,,No MS2,[M-H]-1,1875845.979,2167755.391,54.91805561,39.67217383,1.156,0.21,0.366813734,0.826781972,5.5,,1.4,,,,4.2,4.5,1.6,,4.6,2,3.5,2.3,2.7,4.4,2.5,,3.5,,,5.5,5.4,4.4,,4.7,1.3,3.6,5.3,,2.9,
,FALSE,,,No results,No results,No results,No results,,723.0834,722.07612,2.946,4515523.781,0,0,,,,No MS2,[M-H]-1,2526853.632,2386924.625,38.35427885,48.00998426,0.945,-0.08,0.671960735,0.93477601,6.1,6.1,4.7,5,3.5,3.6,5,3.8,5,3.6,5.7,5,4,5,4.5,5.2,4.5,4.6,1.2,4.5,4.2,4.8,3.9,3,3.5,,,,,,,
,FALSE,,C40 H84 N9 O3 P,Full match,No results,No results,No results,-0.77,769.64288,768.6356,17.559,4514535.116,0,0,,,,No MS2,[M-H]-1,987616.6694,353889.8596,98.22416417,89.70913657,0.358,-1.48,0.32599981,0.804855918,5.6,5.2,4.8,3.3,5.6,,,,,4.6,,1.2,2.7,2.3,3.1,2.7,2.7,2,2.1,,,,,,,,,,,,,
,FALSE,,,No results,No results,No results,No results,,206.8373,205.83002,0.732,4509437.884,0,0,,,,No MS2,[M-H]-1,1498308.97,1375035.367,61.79094147,46.26033279,0.918,-0.12,0.980732492,0.996529648,5.8,,0.7,5.4,,2.5,2.3,2.3,1.6,1.2,5,1.8,,2.6,3.3,,2.2,,2,,2.6,2.2,,5.8,,,,,,,,
,FALSE,,C51 H75 O P,Full match,No results,No results,No results,-1.45,734.55449,733.54725,14.549,4508945.242,0,0,,,,No MS2,[M-H]-1,509097.6868,610788.8062,79.8137367,113.1564503,1.2,0.26,0.962955606,0.993533226,5.4,,,,,1,,,2.1,5.4,3.5,2.7,5.4,4.8,,,,4.1,,5,4.8,2.5,,1.7,,,,,,,,
,FALSE,,,No results,No results,No results,No results,,587.45789,586.45061,12.269,4505895.277,0,0,,,,No MS2,[M-H]-1,1569269.61,382606.0087,71.99318431,84.80616594,0.244,-2.04,0.006974082,0.205224415,3.9,3.9,3.1,2.6,3.3,0.5,3.1,,2.6,,1.6,,2.1,1.6,2,,,,,3.5,3.1,,,,,,,,,,,
,FALSE,,,No results,No results,No results,No results,,343.19939,342.19207,14.165,4505328.131,0,0,,,,No MS2,[M-H]-1,1157372.966,1152587.906,78.38854119,81.43859087,0.996,-0.01,0.868776275,0.978250343,5.5,1.1,,,,,0.8,1.1,,,,,5.5,1.1,,1.1,,,,,3,5.4,,,,,,,,4.5,,2
,FALSE,,C32 H36 Cl4 O4 S,Full match,No results,No results,No results,0.31,656.10905,655.10177,4.14,4504021.097,0,0,,,,No MS2,[M-H]-1,1553005.477,1646328.954,44.48612934,59.93618315,1.06,0.08,0.194601985,0.701739933,6.4,2.1,,4.4,3.5,5,5.6,5,5.4,3.9,2.6,4.2,3.9,5,6.4,5.6,4.6,5,3.5,5.6,5,5,4.6,5.4,5.4,,,,,,,
,FALSE,,C19 H27 Cl O10 P2 S2,Full match,No results,No results,No results,0.13,576.02102,575.01374,3.79,4503476.156,0,0,,,,No MS2,[M-H]-1,912813.1436,1164613.631,87.49773845,57.83437201,1.276,0.35,0.852531717,0.977386799,5.4,3.9,3,5,2.9,3.3,3.5,2,,4.8,,1.1,2.3,3.5,3.1,4.6,0.7,5.4,4,4.2,,4.6,1.2,2,3.6,,,,,,,
,FALSE,,,No results,No results,No results,No results,,703.16137,702.15409,11.009,4502387.004,0,0,,,,No MS2,[M-H]-1,610949.5648,276803.4179,117.6242381,83.45559595,0.453,-1.14,0.067735084,0.499837247,5.4,2.3,,4.5,,,5.4,3.3,2.7,,,,,,,,0.8,,,,1.6,,,,1.7,,,,,,,
,FALSE,,C29 H65 N6 O2 P3,Full match,No results,No results,No match,9.43,622.44405,621.43677,7.774,4501487.871,3,0,,,,No MS2,[M-H]-1,3078636.451,2786230.347,33.62941825,21.36883254,0.905,-0.14,0.887851444,0.980967236,4.7,2.7,2.1,2.3,2.3,4.2,3.5,2.5,2.9,3.6,3.1,1.3,3.5,4.3,2.6,2.6,3.6,4.3,3.2,4.7,,3.2,2.8,3.2,4.7,,,,,,,
,FALSE,,C23 H44 N2 O7,Full match,No results,No results,No match,7.98,460.31853,459.31115,2.813,4499606.381,10,0,,,,No MS2,[M-H]-1,1487936.116,1439642.085,78.02722786,55.72912981,0.968,-0.05,0.175784802,0.684868243,6.4,2.9,5.8,3.1,6.4,3,6.4,2.3,0.2,,6.1,,5.8,3.9,6.1,,2.7,6.4,6.4,6,6,2.3,5.8,2.7,6.1,,,,,,,
,FALSE,,C53 H54 Cl N7 S2,Full match,No results,No results,No results,0.51,887.35752,886.35024,2.342,4498916.27,0,0,,,,No MS2,[M-H]-1,1501796.712,1698070.714,37.74306793,46.0820372,1.131,0.18,0.075291699,0.513541315,5.5,2.9,,3.6,4,5.1,2.5,5.1,4,4.4,,5.5,2.5,3.9,5.4,,3.1,2,3.1,,3.3,4.6,,4.6,3.9,,,,,,,
,FALSE,his-trp-lys,C23 H31 N7 O4,No results,No results,No results,Full match,-0.41,469.24356,468.23628,2.142,4497312.674,2,0,,,,No MS2,[M-H]-1,442102.4531,391026.7704,151.8891956,123.09892,0.884,-0.18,0.683652473,0.938318947,5,,0.2,,,,1.8,,,,1.4,,,,,,,5,1.8,,2.2,3,5,4,0.7,,,,,,,
,FALSE,,C16 H37 Cl N4 O3,Full match,No results,No results,No match,1.03,368.2558,367.24852,3.905,4497109.362,7,0,,,,No MS2,[M-H]-1,894008.3212,710247.4771,72.17173358,103.2795693,0.794,-0.33,0.824345903,0.973236175,5.2,,2.3,,,,4.8,,3.7,2.7,5.2,2.7,1.2,,4.5,3.3,4.2,2,,3.7,3,,2.1,1.6,,,,,,,,
,FALSE,,C2 H Cl2 N2 P,Full match,No results,No results,No results,-6.11,153.9245,152.91722,31.026,4496178.337,0,0,,,,No MS2,[M-H]-1,378376.3986,285944.9819,150.3937139,159.8928188,0.756,-0.4,0.484020291,0.872912171,6.1,,,2.2,,4.2,,2.7,3.5,,,2,1,1.2,0.6,6.1,1.1,,,,2.9,2.5,1.8,3.6,0.8,,5,,,,,
,FALSE,,C28 H53 N2 O P,Full match,No results,No results,No match,-7.42,464.38611,463.37883,2.44,4494753.515,10,0,,,,No MS2,[M-H]-1,972877.0055,694223.2855,77.55281001,102.5223632,0.714,-0.49,0.698050192,0.941843984,5.4,3.3,2.6,3,,,,,,2,3.3,2,1.6,,,,,,,,,4.5,5.4,4.1,3.7,,,,,,,
,FALSE,,C8 H23 Cl N9 O6 P3,Full match,No results,No results,No match,3.75,469.06902,468.06175,3.956,4492326.259,1,0,,,,No MS2,[M-H]-1,991302.9307,1361567.807,69.34434441,80.21808704,1.374,0.46,0.693750495,0.940355405,5,3.3,3.5,2,,5,2.6,2.3,,0.8,1.6,0.2,3,2.2,,1.1,,2,4.5,,4.8,2.7,3,3.3,3,,,,,,,
,FALSE,,C20 H40 N8 O8 S,Full match,No results,No results,No match,-3.97,552.26679,551.25951,2.837,4490691.14,1,0,,,,No MS2,[M-H]-1,1351154.585,1278932.122,80.7130848,65.0803077,0.947,-0.08,0.741923057,0.955649077,5.2,,3.1,,3.5,4.5,5.2,1.2,2.9,2,4.5,,2,,3.9,3.3,,3.9,4.5,1.2,4.1,3.9,2.3,2,,,,,,,,
,FALSE,,C7 H22 Cl N6 O P,Full match,No results,No results,No match,-7.6,272.12605,271.11873,14.886,4489823.9,23,0,,,,No MS2,[M-H]-1,289490.8976,407283.6668,105.8195137,150.7817823,1.407,0.49,0.38572327,0.833626506,4.8,0.5,,,,,,4.2,,1.7,,,1.9,,,4.8,,,,2.2,2,,,,,,,,,,,
,FALSE,,C42 H20 Cl2 S,Full match,No results,No results,No results,-0.85,626.06574,625.05847,3.017,4488827.149,0,0,,,,No MS2,[M-H]-1,2034907.452,2459271.255,53.88990274,48.46067076,1.209,0.27,0.930961996,0.987042016,5.6,2.2,4.8,4.1,,2.7,3.9,3.3,2.7,4.6,3.5,3.9,3.3,4.6,2.2,,4.1,5.6,3.9,3.1,3.7,3.3,5,4.1,4.6,,,,,,,
,FALSE,,C23 H27 Cl3 N2 O12,Full match,No results,No results,No results,-1,628.06233,627.05505,3.023,4488827.149,0,0,,,,No MS2,[M-H]-1,2735274.406,2482780.805,51.86817302,48.53241266,0.908,-0.14,0.962757612,0.993512691,5.2,2.2,4.1,4.5,1,2.6,4,3,1.4,5,3.5,3.3,3.3,2.3,2.6,,4.1,5.2,4.2,1.6,4.1,3,3.1,2.2,4.6,,,,,,,
,FALSE,,C29 H22 Cl2 O11 S,Full match,No results,No results,No results,0.62,648.02639,647.01911,3.003,4487737.174,0,0,,,,No MS2,[M-H]-1,2470560.978,2000351.342,48.92609677,50.86067865,0.81,-0.3,0.280444553,0.77434731,6.1,1.4,3.7,4.8,2,2.7,3.3,1.8,3.9,6.1,,2.6,3.7,,3.7,,3.7,4.2,1.6,2,3.5,3.3,5,4.1,1.7,,,,,,,
,FALSE,,,No results,No results,No results,No results,,647.03124,646.02396,3.017,4487737.174,0,0,,,,No MS2,[M-H]-1,2416746.243,2122207.79,57.9316871,53.34083376,0.878,-0.19,0.725220598,0.950680784,5.2,1.8,3.7,4.8,2,0.7,3.3,1.8,3.5,5.2,,3.9,3.9,4.1,3.3,,3.3,4.2,1.6,2,3.5,3.3,5,4.1,1.7,,,,,,,
,FALSE,,C21 H28 Cl2 N10 O6 P2 S,Full match,No results,No results,No results,-1.04,680.07592,679.06864,3.336,4486701.426,0,0,,,,No MS2,[M-H]-1,2320050.457,2136946.533,38.69438905,41.44357402,0.921,-0.12,0.633350236,0.922720414,6.1,6.1,4.6,4.6,3.2,4.7,3.8,3.8,5,4,4,4.4,6.1,5.8,5,3.1,3.7,5,5,3.9,4.8,3.3,2.3,5.6,3.5,,,,,,,
,FALSE,,C6 H19 N6 O3 P,Full match,No results,No results,No match,3.92,254.12662,235.10881,1.084,4486368.685,18,0,,,,No MS2,[M-H-H2O]-1,1352146.758,2223781.645,62.52861006,42.26915686,1.645,0.72,0.037035846,0.405209969,6.1,,0.7,5.2,3.7,3.9,5.8,3.1,0.5,3,5.4,3.9,5.4,5,5.2,3,4.5,4.8,6.1,4.5,2,4.6,5.4,5.8,2.3,3.3,,,,,,
,FALSE,,,No results,No results,No results,No results,,702.07938,701.0721,2.37,4486000.157,0,0,,,,No MS2,[M-H]-1,1574801.563,1136266.478,63.205333,78.14873072,0.722,-0.47,0.319688459,0.801753798,5.8,5.8,3.9,5.4,,3.5,5.8,3.5,5.6,2.6,,3,1.8,5.8,3.1,3.3,3.1,2,,,2.5,3.7,3.1,,,,,,,,,
,FALSE,"Quinoline, 1,2,3,4-tetrahydro-6-methyl-1-pentamethylphenylsulfonyl-",C21 H27 N O2 S,Full match,No results,No results,Full match,7.27,357.17885,356.17157,12.153,4479417.515,1,0,,,,No MS2,[M-H]-1,1011308.224,1929580.297,82.83539165,55.92351372,1.908,0.93,0.173786926,0.682159568,4.8,,,,0.7,4.8,,,,,1.2,,,2.1,0.5,,1.1,1.1,,,,0.5,1.1,,,,4,,,,,
,FALSE,,C21 H18 Cl2 N8 O6 S,Full match,No results,No results,No results,0.71,580.04512,579.03784,3.394,4474691.56,0,0,,,,No MS2,[M-H]-1,1944745.999,1755794.234,40.83066535,57.86731852,0.903,-0.15,0.998564716,0.999673503,6,5,5,5,4.2,5.6,5.2,4.5,5.2,3.1,2.7,3.1,5.6,4.6,5.4,5.6,3.9,4.2,4.2,5.2,6,4.6,3.5,3.1,3.6,,,,,,,
,FALSE,,,No results,No results,No results,No results,,106.94325,105.93597,10.854,4474577.427,0,0,,,,No MS2,[M-H]-1,280383.1286,282006.6935,123.6208536,175.1997434,1.006,0.01,0.898696907,0.982883745,4.5,,2.1,2,0.8,,,,,2.9,,,,0.5,,4,,2.5,,,2.9,,,4.5,1.4,,1.6,,,,,
,FALSE,,C27 H23 O5 P,Full match,No results,No match,No match,-0.15,458.12824,457.12097,2.475,4473153.239,1,0,,,,No MS2,[M-H]-1,161740.4248,587476.1501,94.81590084,116.8289279,3.632,1.86,0.002992346,0.140575582,5.6,,,,,,,,,,,,2.5,1.5,,2.9,,5.6,5,4.6,,5,4.4,4.8,5.4,,,,,,,
,FALSE,,C46 H86 N2 O P2,Full match,No results,No results,No results,0.71,744.62207,743.61479,16.72,4472553.165,0,0,,,,No MS2,[M-H]-1,1607669.237,304404.4261,67.84707692,146.5114404,0.189,-2.4,0.00201342,0.118203384,6,4.6,,2.3,1.6,5.2,4.5,5.4,5.2,4.6,6,4.2,,,3.3,,5,,4.5,,4,,4.2,,5.6,,,,,,,
,FALSE,1-Cyclohexyl-4-[1-(1-cyclopentyl-1H-tetrazol-5-yl)pentyl]piperazine,C21 H38 N6,Full match,No results,No results,Full match,6.53,374.31824,373.31096,7.741,4472400.693,1,0,,,,No MS2,[M-H]-1,1958708.284,1915695.178,45.0932191,42.24873318,0.978,-0.03,0.571887807,0.90707094,5.6,3.9,5,2.7,2.3,5.6,4.5,3.1,3.5,4.2,3.1,4.2,4.1,5.6,3.1,1.6,2.7,5.6,4.1,1.6,3.9,5.4,5,2.3,4.1,,,,,,,
,FALSE,2-(Bis(2-[(trimethylsilyl)oxy]ethyl)amino)ethanol,C12 H31 N O3 Si2,No results,No results,No results,Full match,-1.04,293.18394,292.17666,11.707,4471910.159,1,0,,,,No MS2,[M-H]-1,2140543.794,1907963.75,50.54859231,38.39961774,0.891,-0.17,0.678884946,0.937595429,4.8,3.5,1.8,3.3,2.6,2.6,3.3,1.2,,,2.6,1.2,4.8,2.5,4.4,,3.2,2.7,3.8,2.1,1.9,2.1,2.2,2.5,2.5,,,2.9,,,0.5,
,FALSE,,C39 H79 N4 O8 P,Full match,No results,No results,No results,0.6,762.56401,761.55673,1.619,4471843.969,0,0,,,,No MS2,[M-H]-1,719359.9142,759824.5848,108.0943664,96.16209424,1.056,0.08,0.770679921,0.960313787,6.4,,,5.2,,5.6,6.4,3.9,4.2,,5.4,,5.4,4.6,3.3,,,6.4,6,6,5.8,,4.2,,5.2,,,,,,,
,FALSE,,C43 H68 N10 S,Full match,No results,No results,No results,3.5,756.53756,755.53027,13.432,4471544.583,0,0,,,,No MS2,[M-H]-1,1013287.76,579653.5326,86.04893651,97.20761794,0.572,-0.81,0.076037484,0.516982511,5.5,1.4,,,3.3,2,3.7,1.1,0.8,,2.3,3.9,,,,5.5,1.1,2.1,,,,,3.5,0.6,,,,,,,,
,FALSE,,C2 H2 N3 O4 P S,Full match,No results,No results,No results,3.32,194.95101,193.94373,0.766,4469679.791,0,0,,,,No MS2,[M-H]-1,266257.7155,286102.0232,174.4218893,101.2367162,1.075,0.1,0.886696089,0.980766566,6.1,1.7,4.1,,,3.6,,,3.3,,,6.1,,0.5,1.9,1.9,2.9,,,2.1,0.6,4,,,3.5,,,,,,,1
,FALSE,Ethyl (2Z)-2-(hydroxyimino)-3-oxobutanoate,C6 H9 N O4,Full match,No results,No results,Full match,7.68,159.05438,158.04708,0.193,4466706.289,11,0,,,,No MS2,[M-H]-1,251199.8963,226127.5045,110.6505394,176.7908068,0.9,-0.15,0.70104185,0.943602917,5.4,5.4,,4.5,1,1.4,3.6,,,1.4,2.7,,2.9,,4.9,3.8,2.3,1.4,2.6,4.5,4.2,,,3.4,,,,3.9,4,3.8,,3.8
,FALSE,,C36 H20 Cl3 N4 P,Full match,No results,No results,No results,-0.69,644.04867,643.0414,3.704,4463648.104,0,0,,,,No MS2,[M-H]-1,2304826.234,1873966.566,39.08962203,35.7233376,0.813,-0.3,0.332012792,0.808072573,6.3,2.7,6.1,3.6,2.9,5.7,5.7,2.5,4,,1.3,5,4.2,4.4,4.4,4.4,4.2,4.4,3.6,3.6,5,6.3,4,3.1,2.5,,,,,,,
,FALSE,,C44 H94 N9 O8 P S,Full match,No results,No results,No results,-0.43,939.66796,938.66069,16.647,4461736.115,0,0,,,,No MS2,[M-H]-1,513921.0136,211606.7021,130.8191819,73.5014942,0.412,-1.28,0.063794379,0.489966746,6,3.1,3.5,,4.8,,,,2.3,,6,4.4,2.5,4,,,,,,,,2.9,2.9,,1.4,,,,,,,
,FALSE,,C23 H44 Br3 Cl O3,Full match,No results,No results,No results,-0.58,640.05254,639.04526,2.476,4461623.553,0,0,,,,No MS2,[M-H]-1,908963.1041,1162126.993,54.39965916,69.33002142,1.279,0.35,0.192804791,0.700908083,5.4,3.6,5,,1.6,4.2,4.6,2.3,1.6,4.2,4,1.2,2,5.4,3,4.5,2.3,2.5,1.4,3.7,5,1.6,2.3,1.6,5,,,,,,,
,FALSE,,,No results,No results,No results,No results,,254.77984,253.77257,12.251,4461088.908,0,0,,,,No MS2,[M-H]-1,1690525.302,1245083.336,44.78460317,68.69507564,0.737,-0.44,0.765635908,0.959518591,4.8,4.5,1.6,4.5,,3.5,,1.6,3.9,3.9,1.6,2,3.6,1.2,,3.1,4.8,3.9,3.9,1.7,3.5,2.7,,3,3.3,,,,,,,
,FALSE,2-(Dodecyloxy)ethyl hydrogen sulfate,C14 H30 O5 S,No results,No results,No results,Full match,0.59,310.18158,309.1743,5.327,4453740.763,3,0,,,,No MS2,[M-H]-1,1650812.857,1843894.431,55.0336754,49.80847527,1.117,0.16,0.476958886,0.869370023,5.2,4.8,,1.6,0.5,4.1,3.5,1.4,5.2,1.6,,0.8,3.3,2.3,1.8,4.1,3.1,0.8,4.6,3.3,3.3,3.1,1.6,2.3,3,,2,2.4,,,,
,FALSE,,C35 H58 O8,Full match,No results,No results,No results,-0.68,606.41276,605.40548,6.438,4453100.953,0,0,,,,No MS2,[M-H]-1,2770428.108,1674336.556,37.96024508,46.77549249,0.604,-0.73,0.160981273,0.667656848,6.5,3.8,3.5,3.8,3.6,5,5,4.4,3.5,5.1,4.2,3.5,6.5,3.1,,2.7,4.2,3,3.1,,,4.8,3.3,3.3,3.3,,,,,,,
,FALSE,,C26 H41 Br Cl4 N4 O S,Full match,No results,No results,No results,0.56,676.09424,675.08714,4.149,4453083.114,0,0,,,,No MS2,[M-H]-1,1013998.419,1374623.143,45.30445301,74.62228294,1.356,0.44,0.095415156,0.561442866,6,,1,,,2.5,4.2,2.3,3.5,,,2.3,3.9,4.2,4.2,5.2,3.5,2.7,1.4,6,2.1,,3.1,4.2,5.4,,,,,,,
,FALSE,,C37 H79 N10 O11 P,Full match,No results,No results,No match,0.92,870.56754,869.56027,15.06,4452619.724,2,0,,,,No MS2,[M-H]-1,2673438.304,1058954.086,57.30796435,61.21163631,0.396,-1.34,0.0410129,0.424559469,4.1,3.7,3.7,2,2.2,2.2,4.1,,2.6,,3.7,,1.7,3.5,,2,3,3.5,2,1.2,1.2,2.1,,2.1,2,,,,,,,
,FALSE,,C20 H27 Cl3 N2 O11 P2,Full match,No results,No results,No results,-0.42,638.0153,637.00802,3.846,4452154.27,0,0,,,,No MS2,[M-H]-1,832816.3987,593839.5902,90.31467114,106.3165778,0.713,-0.49,0.558887701,0.904835938,5,1.1,2.2,2.2,3.3,2.9,2.3,,1.1,,,4,5,,1.4,,0.8,2.6,,0.6,,2.6,2.1,2.1,,,,,,,,
,FALSE,,C35 H54 O16 P2,Full match,No results,No results,No results,2.35,792.29057,791.28329,3.916,4450391.77,0,0,,,,No MS2,[M-H]-1,1745675.758,2004397.912,52.58201552,42.56573957,1.148,0.2,0.445272993,0.856324386,5.4,2.3,3.5,5,,3.7,4.5,4.2,2.3,,1.2,,2.6,2,3.5,3.5,,5.4,4.1,4.8,4.8,4.1,2.7,3.9,3.1,,,,,,,
,FALSE,,C26 H58 N8 O P2,Full match,No results,No results,No match,2.94,560.42253,559.41525,14.326,4445004.982,1,0,,,,No MS2,[M-H]-1,1010238.901,916465.0123,66.26621304,91.24218994,0.907,-0.14,0.804216851,0.967545811,4.8,0.8,1.6,,2.7,2.2,4.8,,,,0.8,2.9,,,1.2,,2.3,1.6,2.3,2.7,4.5,,,,,,,,,,,
,FALSE,Prednisolone valerate acetate,C28 H38 O7,No results,No results,No results,Full match,-0.94,486.2613,485.25402,1.311,4444213.204,5,0,,,,No MS2,[M-H]-1,856685.1998,1685707.731,101.5931751,54.98722447,1.968,0.98,0.04772913,0.446943502,5.8,,,,2.3,1.1,2.6,3.5,4.8,,,,4.6,5.8,,5.8,4.8,4.1,3.3,3.1,5.4,3.5,5.4,4.2,3.9,,,,,,,
